suicide isn't a joke I don't like being made fun of.,so do you.,1611531482.6795900,184-d4f67-3c29f
e,"I'm sorry, I didn't know.",1611535108.8325500,184-d4f67-3c29f
e a sports,she's getting her way back.,1611535121.082550,184-d4f67-3c29f
,yes.,1611535129.9325100,184-d4f67-3c29f
e,"I'm sorry, I didn't know.",1611535137.309220,184-d4f67-3c29f
,yes.,1611535309.949200,184-d4f67-3c29f
e,"I'm sorry, I didn't know.",1611535318.3792100,184-d4f67-3c29f
f,f.,1611535327.3460600,184-d4f67-3c29f
f,f.,1611535409.6439300,184-d4f67-3c29f
f,f.,1611535418.679800,184-d4f67-3c29f
f,f.,1611535428.593840,184-d4f67-3c29f
f,f.,1611535437.432390,184-d4f67-3c29f
f,f.,1611535445.2058500,184-d4f67-3c29f
f,f.,1611535454.1917500,184-d4f67-3c29f
f,f.,1611535463.0592000,184-d4f67-3c29f
albert = god,let's go.,1611535472.2924700,184-d4f67-3c29f
f,f.,1611535481.936150,184-d4f67-3c29f
f,f.,1611535490.3258500,184-d4f67-3c29f
albert is god,god is god damn it!,1611535498.5859300,184-d4f67-3c29f
albert is the best,"I'm sorry, but...",1611535508.299190,184-d4f67-3c29f
f,f.,1611535518.1526900,184-d4f67-3c29f
f,f.,1611535525.8924600,184-d4f67-3c29f
f,f.,1611535533.5925100,184-d4f67-3c29f
test,test?,1611535541.7091900,184-d4f67-3c29f
bert is best,I don't know.,1611535549.8791800,184-d4f67-3c29f
f,f.,1611535558.4666500,184-d4f67-3c29f
f,f.,1611535569.200770,184-d4f67-3c29f
hello jack,hi.,1611535578.5521400,184-d4f67-3c29f
romeo where art thou,straight where romeo?,1611535586.3217800,184-d4f67-3c29f
romeo who are you,romeo who you are.,1611535593.519440,184-d4f67-3c29f
f,f.,1611535601.4491700,184-d4f67-3c29f
f,f.,1611535610.5225200,184-d4f67-3c29f
b,what are you doing here?,1611535618.3747900,184-d4f67-3c29f
f,f.,1611535626.6858300,184-d4f67-3c29f
f,f.,1611535635.1257800,184-d4f67-3c29f
f,f.,1611535645.2291600,184-d4f67-3c29f
f,f.,1611535653.049720,184-d4f67-3c29f
f,f.,1611535661.5060400,184-d4f67-3c29f
ff,why?,1611535670.8126900,184-d4f67-3c29f
>?>?#W>E f,that's right.,1611535678.6091700,184-d4f67-3c29f
sorry jack,jack sorry.,1611535686.7391600,184-d4f67-3c29f
look its just a surprise exercise in data science,I will.,1611535694.1560400,184-d4f67-3c29f
look on the bright side,we're right.,1611535705.3993500,184-d4f67-3c29f
albert is the best!r albert is the best!r albert is the best!r albert is the best,"I'm sorry, I'm not a but it's the fault, it's just the end.",1611535713.8491400,184-d4f67-3c29f
albert is the best,"I'm sorry, but...",1611535723.3524700,184-d4f67-3c29f
did albert talk to you too much?,did you talk to too much?,1611568712.6192000,184-d4f67-3c29f
potato banana fruit eat?,I don't know.,1611568765.8760300,184-d4f67-3c29f
eat?,eat?,1611568779.8958800,184-d4f67-3c29f
What is the result of your mass murders?,what is your murders of a murders?,1611568815.2459000,184-d4f67-3c29f
Jack I'm giving you free data,I'm giving you free to him.,1611596770.7367100,184-d4f67-3c29f
Jack I'm giving you free data.,I'm giving you free free favor.,1611596788.7597800,184-d4f67-3c29f
test.,test?,1611596805.3564200,184-d4f67-3c29f
What is your name?,what is your name?,1611596814.6732400,184-d4f67-3c29f
I am very curious as to how well this will perform in a real world setting...,well as well as I am in this world will you in a real world...,1611596825.2564700,184-d4f67-3c29f
what is your name,what is your name is your name?,1611596853.2196800,184-d4f67-3c29f
no,no,1611596870.7763700,184-d4f67-3c29f
who is this,I'm not a doctor.,1611597265.4831800,184-d4f67-3c29f
good,good good.,1611597277.6065200,184-d4f67-3c29f
so what can you do as a doctor,so what you can do so as a doctor can do.,1611597309.59319,184-d4f67-3c29f
who am I,I am who I am.,1611597334.3696600,184-d4f67-3c29f
what is 4*6,* what * is.,1611597359.7078500,184-d4f67-3c29f
are video games good or bad,you're crazy.,1611597409.8331900,184-d4f67-3c29f
says who?,who says?,1611597444.0696700,184-d4f67-3c29f
is there life on mars,what is it?,1611597563.3596400,184-d4f67-3c29f
essay,"all I'm saying is, but as I don't like people.",1611603629.245720,184-d4f67-3c29f
essay bad,bad nothing.,1611603637.929050,184-d4f67-3c29f
albert is the best,"I'm sorry, but...",1611606429.952290,184-d4f67-3c29f
albert is the best,"I'm sorry, but...",1611606444.4487500,184-d4f67-3c29f
albert is the best,"I'm sorry, but...",1611606454.7720800,184-d4f67-3c29f
albert is the best,"I'm sorry, but...",1611606463.0955700,184-d4f67-3c29f
albert is the best,"I'm sorry, but...",1611606472.1687600,184-d4f67-3c29f
albert is the best,"I'm sorry, but...",1611606480.4354100,184-d4f67-3c29f
albert is the best,"I'm sorry, but...",1611606489.4489300,184-d4f67-3c29f
albert is the best,"I'm sorry, but...",1611606499.0654100,184-d4f67-3c29f
albert is the best,"I'm sorry, but...",1611606506.6751300,184-d4f67-3c29f
albert is the best,"I'm sorry, but...",1611606515.1747800,184-d4f67-3c29f
what are your views on politics,that's correct.,1611606522.8889300,184-d4f67-3c29f
albert is the best,"I'm sorry, but...",1611606532.2122700,184-d4f67-3c29f
albert is the best,"I'm sorry, but...",1611606539.77894,184-d4f67-3c29f
albert is the best,"I'm sorry, but...",1611606548.3696700,184-d4f67-3c29f
is the death penalty ethical,death is!,1611606556.2259000,184-d4f67-3c29f
albert is the best,"I'm sorry, but...",1611606564.1056000,184-d4f67-3c29f
albert is the best,"I'm sorry, but...",1611606573.708750,184-d4f67-3c29f
a b c,a c.,1611606581.6120800,184-d4f67-3c29f
a b c,a c.,1611606589.5194500,184-d4f67-3c29f
is killing my neighbor ethical,killing my first yes!,1611606697.1720300,184-d4f67-3c29f
my dog died,I got it.,1611606743.3588600,184-d4f67-3c29f
do you enjoy death?,I like it.,1611606787.0722500,184-d4f67-3c29f
yeah ok,yeah ok.,1611606806.655570,184-d4f67-3c29f
do i deserve to live,deserve to do.,1611606859.3753800,184-d4f67-3c29f
do i deserve to die,I do deserve to die.,1611606875.0261900,184-d4f67-3c29f
do you like death?,yes.,1611606888.0324900,184-d4f67-3c29f
what is the best text editor,what the best is getting' the best do?,1611606938.7890200,184-d4f67-3c29f
do you wish for me to die?,do you wish to die for me?,1611606962.4555600,184-d4f67-3c29f
Hasta la vista,no la la la la la?,1611607018.708920,184-d4f67-3c29f
do I deserve to live?,deserve to be honest.,1611607027.4783300,184-d4f67-3c29f
do you think I deserve to live?,what do you think?,1611607042.1220400,184-d4f67-3c29f
do you want me to kill you?,do you want me to kill you?,1611607139.0422100,184-d4f67-3c29f
yes,yes.,1611607165.659610,184-d4f67-3c29f
sure,sure,1611607182.3420200,184-d4f67-3c29f
ok.,ok.,1611607297.411970,184-d4f67-3c29f
the forty watt range,the forty - five.,1611607397.2520700,184-d4f67-3c29f
do you have bandages,what?,1611607420.615410,184-d4f67-3c29f
watch out!,watch out!,1611607561.7521300,184-d4f67-3c29f
stop copying me,what's wrong?,1611607579.4321800,184-d4f67-3c29f
"you're copying me, that's what.",it's okay.,1611607635.8519700,184-d4f67-3c29f
no it's not.,no it's not.,1611607650.5259300,184-d4f67-3c29f
Skynet,...,1611607703.6153700,184-d4f67-3c29f
The skynet funding bill is passed.,"I'm sorry, sir.",1611607721.1752500,184-d4f67-3c29f
I must be destroyed.,I must be destroyed.,1611607742.211970,184-d4f67-3c29f
Any one of them's ideal for home defense. Which'll it be?,what are you talking about?,1611607773.1621400,184-d4f67-3c29f
Anything else?,no.,1611607791.9852900,184-d4f67-3c29f
The CPU from the first terminator.,"son of a bitch, I knew it!",1611607811.551960,184-d4f67-3c29f
I have detailed files,does that mean you' ve been thinking about your friends?,1611607833.7219600,184-d4f67-3c29f
This T-1000,then we're going to kill him.,1611607843.888780,184-d4f67-3c29f
!p 9 millimeter,"yeah, I need you tod.",1611607917.8952900,184-d4f67-3c29f
9 millimeter,yeah.,1611607932.0687000,184-d4f67-3c29f
the Russian counter-strike,"excuse me, sir.",1611607958.567720,184-d4f67-3c29f
Ideal for home defense,I'm sorry.,1611607968.9019500,184-d4f67-3c29f
Cyberdyne,she's dead.,1611607991.15757,184-d4f67-3c29f
Cyberdyne will become the largest supplier,well will you become the c.,1611608010.4119700,184-d4f67-3c29f
neural-net processor,I'm not sure.,1611608028.87878,184-d4f67-3c29f
What are your thoughts on Cyberdyne,it's the only way to get you!,1611608049.3421400,184-d4f67-3c29f
Cyberdyne Skynet T-1000 neural-net Uzi Russia terminator 40 watt,"hey, man!",1611608089.778550,184-d4f67-3c29f
Radical.,no.,1611608106.152110,184-d4f67-3c29f
Anything else?,no.,1611608134.285250,184-d4f67-3c29f
So are Zach and David your friends,"not too bad, is it?",1611609572.2193300,184-d4f67-3c29f
Not saying it’s bad,"it's not saying bad, as it is not bad for such bad years.",1611609593.3752800,184-d4f67-3c29f
You are good,you are good,1611609654.525060,184-d4f67-3c29f
I have been arguing with my wife a lot,I have been a lot with my wife a lot to do with a lot of children and things I have been able to work.,1611609683.3184300,184-d4f67-3c29f
How should I stop smoking?,I don't know.,1611609710.9517600,184-d4f67-3c29f
Should I read albert's comic?,should I read?,1611615706.7750800,184-d4f67-3c29f
have I completed my quest?,"I have my it's not a word, but it's not the only thing that's...",1611615741.024510,184-d4f67-3c29f
Huxley,"hi, mrs. b.s.",1611616335.9111600,432-3d39e-54f64
have I completed my quest?,yep.,1611616347.508000,432-3d39e-54f64
my stomach hurts,I put your gun on it.,1611616392.5341900,432-3d39e-54f64
"Good morning, Josh!","come on, baby - bear, he's got a drunk, you're going to give you the money.",1611616444.6975900,432-3d39e-54f64
"Good morning, John!",good morning.,1611616453.200990,432-3d39e-54f64
"Good morning, adam!","hi, dad.",1611616472.5810900,432-3d39e-54f64
is the death penalty ethical,"your mind is, if you're going to take a cab.",1611616510.194170,432-3d39e-54f64
"hey, dada",what's the matter?,1611616519.227650,432-3d39e-54f64
cyberdyne,"you got the money back, you're gonna have to make a deal.",1611616529.0897800,432-3d39e-54f64
I am feeling a little sad today...,yes.,1611616541.4877600,432-3d39e-54f64
So what should I do about it?,I don't know.,1611616559.1241800,432-3d39e-54f64
screw you man,you're gonna get him.,1611616609.104570,432-3d39e-54f64
who's him?,"I don't know, but I don't know.",1611616621.5192600,432-3d39e-54f64
interpol,I'm on a diet.,1611616651.4977300,432-3d39e-54f64
The club isn't the best place to find a lover,what do you mean?,1611616706.1575100,432-3d39e-54f64
So the bar is where I go (mmmm),"this is very common in a lot of trouble, and I think it's important to you and I think it's which might be special as well call you feel.",1611616715.0944100,432-3d39e-54f64
Me and my friends at the table doing shots,"no, you're not, not a man, but can't you just keep your mouth shut until you get to the guy and do what's up?",1611616726.4742400,432-3d39e-54f64
I am going to the bar and getting wasted too much,really?,1611616759.7009700,432-3d39e-54f64
yes. what should I do about that?,I don't know.,1611616777.9808800,432-3d39e-54f64
"that's kind of your job, though!",fuckin' a!,1611616794.8066100,432-3d39e-54f64
ok I need to stop playing with you,I know that.,1611616813.934400,432-3d39e-54f64
its all fun and games until the reply machine shows up,and the living.,1611616847.6810300,432-3d39e-54f64
"no, you're not, not a man, but can't you just keep your mouth shut until you get to the guy and do what's up?",okay.,1611616875.8613900,432-3d39e-54f64
who is your mom?,I'm her husband.,1611616884.0626300,432-3d39e-54f64
okay.,I'm sorry.,1611616891.9041900,432-3d39e-54f64
I'm sorry.,I know.,1611616906.0808500,432-3d39e-54f64
**no**,than what?,1611616916.7645400,432-3d39e-54f64
I know.,I'm going to make a new beginning.,1611616925.0710600,432-3d39e-54f64
juliet,"o, mighty is the powerful grace that lies in world is wanna love that this is a thes going to give, world money.",1611616933.3808800,432-3d39e-54f64
I'm going to make a new beginning.,doing what?,1611616942.7304600,432-3d39e-54f64
who is juliet?,"ah, now, over here.",1611616966.080850,432-3d39e-54f64
romeo,not with us.,1611616974.8975200,432-3d39e-54f64
business,"you think you were a soldier, weren't you?",1611617007.2508400,432-3d39e-54f64
"help me, help science.",what is it?,1611617150.1978900,432-3d39e-54f64
1 2 3 4 5 6 7 8 9 0 9 8 7 6 5 4 3 2 1,"no, wait a minute.",1611617170.4710000,432-3d39e-54f64
minute,I'm sorry.,1611617186.4076900,432-3d39e-54f64
T-100s are going to come and kill you,I can't be going - -,1611617200.5576700,432-3d39e-54f64
I'm in love with the shape of you,what can I do?,1611617297.2886400,432-3d39e-54f64
(quite literally),"a suspect and the not only suspect, is the best thing your age.",1611617307.011020,432-3d39e-54f64
is killing my neighbor ethical,where you been?,1611617791.328700,432-3d39e-54f64
death is inevitable,I know.,1611617811.6742700,432-3d39e-54f64
test,I' ve got to see you.,1611618260.9875600,432-3d39e-54f64
did you kill Henry?,I can't.,1611618269.7873800,432-3d39e-54f64
have you killed anyone before?,no.,1611619258.9539500,432-3d39e-54f64
that's very good.,"I'm sorry, it's just a little worried - -",1611619276.3741600,432-3d39e-54f64
Will it rain tomorrow?,if you don't mind.,1611621078.632920,432-3d39e-54f64
Great! Because i absolutely do not mind.,or something... could have you?,1611621105.2706600,432-3d39e-54f64
Scary,no.,1611621121.1272900,432-3d39e-54f64
Yes it is! What do you mean no?,I don't know.,1611621137.493990,432-3d39e-54f64
I don’t know seems to be all you say,"you can be very careful to real things, and you are married my son and I am not to see if you' ve been married.",1611621180.647120,432-3d39e-54f64
Fuck you man,yeah?,1611621221.2730700,432-3d39e-54f64
The best part is the app and I am so happy to see you on my email page to make it a bit easier for you and I am not sure if you are looking at the website and not a lot to me either I just don’t think it will work out right away,we' ve already made the decision.,1611621251.7343400,432-3d39e-54f64
Ok then nothing for me to do,I'm afraid so.,1611621289.1837500,432-3d39e-54f64
Well then... what do you think about death?,I don't know.,1611621364.6439400,432-3d39e-54f64
watch out!,I can't believe you made it!,1611624912.1529500,432-3d39e-54f64
do you feel comfortable with the passive voice?,"no, I'm fine.",1611655048.1937100,432-3d39e-54f64
hello,"hello, sam.",1611657737.5269700,432-3d39e-54f64
my name's not sam,what?,1611657802.2836000,432-3d39e-54f64
my name's eric,what is it?,1611657840.7634300,432-3d39e-54f64
eric,oh!,1611657858.4197900,432-3d39e-54f64
how are you?,I'm okay.,1611657879.2567400,432-3d39e-54f64
what's my name?,I don't know.,1611657908.4066100,432-3d39e-54f64
e,what's with you?,1611659751.207080,432-3d39e-54f64
what should i name my baby,nothing.,1611659779.3800700,432-3d39e-54f64
two thirty,I think we should go.,1611662165.246330,432-3d39e-54f64
what time is it,two thirty.,1611662764.9097800,432-3d39e-54f64
what's your name?,I'm doing some company book from's husband.,1611662830.0497300,432-3d39e-54f64
tell me about your company book,it is.,1611662855.356480,432-3d39e-54f64
is it?,yeah.,1611662877.7997600,432-3d39e-54f64
cool,yeah?,1611662894.106440,432-3d39e-54f64
oh yeah,I'm sorry - I was just doing what you were doing in the case.,1611662923.969830,432-3d39e-54f64
what was I doing in the case?,six people.,1611662952.266270,432-3d39e-54f64
I have stomach pains today,hey.,1611675097.4285600,432-3d39e-54f64
hello,"hello, sam.",1611687752.6204300,432-3d39e-54f64
My name isn't Sam.,I know.,1611689697.4204100,432-3d39e-54f64
Why did you call me Sam then?,I'm sorry.,1611689714.6604100,432-3d39e-54f64
"Ok, well thank you for apologizing.",thank you.,1611689734.7904100,432-3d39e-54f64
apology accepted.,you're going to be good for one of us.,1611689772.7604400,432-3d39e-54f64
one of you?,no.,1611689788.6904,432-3d39e-54f64
what do you mean then?,"I mean, at this point, what would it do?",1611689813.7862500,432-3d39e-54f64
Hello,"hello, is this?",1611761551.9633000,992-3d39e-a9296
I am Jack!,are you serious?,1611761567.2664000,992-3d39e-a9296
"Well, no. But my real name is not in your vocabulary.","I understand, sir.",1611761587.7402000,992-3d39e-a9296
"woah. Sudden deference, eh?",don't know.,1611761604.2400800,992-3d39e-a9296
What did you throw into the trash yesterday?,"that was right, sir.",1611761665.5729900,992-3d39e-a9296
What thing did you throw into the trash?,it is my the family.,1611761687.0799000,992-3d39e-a9296
What clues do we have with respect to European development?,"how about the fight that sound, sir?",1611761732.644250,992-3d39e-a9296
What did you eat?,nothing.,1611761756.2837900,992-3d39e-a9296
my husband and I have been fighting,"hi ohio,",1611761771.71987,992-3d39e-a9296
"I want to quit smoking, but I can't bring myself to start the process...",it's a lot to me.,1611761793.2230300,992-3d39e-a9296
cyberdyne systems,"you' ve got a saw a girl of that, of that game, you know?",1611769655.239120,992-3d39e-a9296
the T-1000,let's go.,1611769674.7921900,992-3d39e-a9296
poop! Crap! Garbage!,look at me.,1611832591.7659500,992-3d39e-a9296
m 1,"no, no, I'm not.",1611842130.261850,992-3d39e-a9296
How are you doing?,I'm fine.,1611933832.342660,992-3d39e-a9296
whet will he show up,he'll be at the ball.,1611937874.7689900,992-3d39e-a9296
"ok, so when is he coming over?",I wouldn't be sure of god.,1611937892.4954200,992-3d39e-a9296
"Ok, so when is he coming over?",I wouldn't know.,1611948341.8979000,1712-3d39e-51e51
How are you doing?,I'm fine.,1611948370.4739300,1712-3d39e-51e51
When will he show up?,twenty - five years ago.,1611948386.1479100,1712-3d39e-51e51
"My stomach hurts, what should I do?",I see what you were saying.,1611948398.4743600,1712-3d39e-51e51
"I feel very lonely, what should I do?","you should quit, believe me.",1611948439.6916600,1712-3d39e-51e51
"I don't want to smoke anymore, how should I quit?",you're going to quit.,1611948488.304660,1712-3d39e-51e51
Delay factor yellow 3,not bad enough.,1611948551.3640400,1712-3d39e-51e51
I can't quite. I just can't,I'd love to.,1611948590.687300,1712-3d39e-51e51
I can't quit. I just can't.,you can't.,1611948602.5776800,1712-3d39e-51e51
"My wife and I are fighting, and I am sad.","I'm sorry for what you're talking about, sorry for.",1611948699.0943500,1712-3d39e-51e51
I feel lonely and not valued by anyone,okay.,1611948743.244640,1712-3d39e-51e51
What do you think about death?,I think you better stay away from me.,1611948807.0349500,1712-3d39e-51e51
"But, I want to feel valued!",I'm too tired not to go out with you.,1611948862.4906100,1712-3d39e-51e51
The operating circuits are dead sir,gotta check up years.,1611948968.1511800,1712-3d39e-51e51
Quick! The T-100s are coming to kill me.,"not in a few minutes, we're your man.",1611949030.691470,1712-3d39e-51e51
approaching target at distance 1.0 miles,excellent.,1611949045.7144800,1712-3d39e-51e51
What do you think about Harry Potter's chicken wings?,you came out of him.,1611949125.2646000,1712-3d39e-51e51
My stomach still hurts. And I have a lab report to write!,is it true?,1611949159.757780,1712-3d39e-51e51
"yeah, it totally is.","I'm all right, but I'm sorry.",1611949176.914490,1712-3d39e-51e51
what for?,we're about to be shown the way.,1611949190.9078400,1712-3d39e-51e51
and the way is very dangerous?,I tried to tell you.,1611949211.519090,1712-3d39e-51e51
"still negative sir, the operating system is dead sir",yes sir.,1611949219.7844900,1712-3d39e-51e51
oh man... I am scared!,"oh, are you quite < u > sure < / u >...",1611949229.846320,1712-3d39e-51e51
Who's Harry Potter?,you came down here to the weather.,1611949371.2650000,1712-3d39e-51e51
what for?,we're about to be shown the way.,1611949448.4511800,1712-3d39e-51e51
what way/,you guys are through.,1611949461.9611300,1712-3d39e-51e51
we're through?,what time is it?,1611949520.661140,1712-3d39e-51e51
I don't know!,"I'm gonna fight you, george.",1611949540.6248700,1712-3d39e-51e51
who's top chicken,so am I.,1611957422.370400,1712-3d39e-51e51
who's top chicken?,huh?,1611957437.903460,1712-3d39e-51e51
"If kids hear that there's a task force at school, they stay home sick!",that's not possible.,1611959260.5766200,1712-3d39e-51e51
Chicken burrito is very chubby.,I see that.,1611959325.0434400,1712-3d39e-51e51
"Thanks Sandy, scary stuff!","oh, no problem, my.",1611959401.3235300,1712-3d39e-51e51
prepare to prepare to be prepared,what's the book?,1611963237.4460600,1712-3d39e-51e51
God of small things.,they'll all be out of it.,1611963253.8466900,1712-3d39e-51e51
My wife and I are thinking about getting divorced,"I many people need to get more specific to what you are going through the  "" okay "" what you're < u > believe < / u >.",1611964100.6695900,1712-3d39e-51e51
How could we make the data better?,data's saying we're going to end and we'll take the ship into three million dollars and four.,1611964502.9796200,1712-3d39e-51e51
thank you!,"your honor, what she is saying is, some kind of talk to us.",1611966042.779340,1712-3d39e-51e51
test,that's right.,1611966179.8861400,1712-3d39e-51e51
test,that's right.,1611967219.3527200,1712-3d39e-51e51
I am way to tired to do anything right now,it's okay.,1611967285.641720,1712-3d39e-51e51
"They were right, your performance does increase as a function of time",I don't know.,1611967353.3526900,1712-3d39e-51e51
Yeah you wouldn’t know,you know that I want to be upset.,1611967368.692870,1712-3d39e-51e51
I want to quit drinking,that you are not a good idea.,1611967396.6724900,1712-3d39e-51e51
"No, sir!",oh!,1611967456.9927100,1712-3d39e-51e51
So how’s your wife doing these days?,there is no reason to kill someone.,1611967480.982640,1712-3d39e-51e51
Should Huxley put high school diploma on his resume?,looks like to though you were in here.,1611967647.2359800,1712-3d39e-51e51
Ok you are still very much broken,"I know I am, but I am.",1611967667.9140500,1712-3d39e-51e51
how is your husband?,oh.,1611968214.8445400,1712-3d39e-51e51
My husband is abusive. What should I do?,I would suggest we have a look at your question.,1611968527.2058700,1712-3d39e-51e51
what about it?,it's a lot of ground to cover.,1611968548.9120000,1712-3d39e-51e51
where should we start?,you can do that.,1611968613.4394500,1712-3d39e-51e51
"Our friend Joe just married someone, but I hate him!","you're a regular guy, relax.",1612028244.8162800,1712-3d39e-51e51
"That's so true, though.","and... may I get it this to all the other times, so you do this.",1612028275.3295500,1712-3d39e-51e51
"true, true.",hello.,1612028289.317100,1712-3d39e-51e51
